year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2011,0009,South and Central America,13130.38873,11707.31744,14890.94228,15006.83303,15536.56596,15191.62637,14613.31301,15513.79676,15302.58569,14471.30227,14370.57748,14559.53358,174294.7826,12622.97947,11776.53926,14377.11126,14031.80421,14191.54458,13678.0855,14676.75431,14765.39002,14400.35888,15251.25607,14569.76763,14404.64516,168746.2364
2012,0009,South and Central America,14266.60073,13904.40179,16629.61514,15065.25246,14555.71381,13803.15608,13662.08855,15207.15156,14021.07791,13446.32314,14034.8262,13184.28983,171780.4972,13708.95836,13342.82797,15869.77375,15585.52417,15345.33588,14998.70094,14272.90829,15539.54733,16126.55544,16014.12029,15582.20205,16801.30676,183187.7612
2013,0009,South and Central America,14067.07207,11832.15984,13199.67161,13443.83601,14343.56089,12826.68224,0,0,0,0,0,0,79712.98265,15149.92676,14545.3222,15666.57007,14319.16178,14844.47581,15492.02674,0,0,0,0,0,0,90017.48336
2001,0010,North America,31147.9,28560.4,32020.9,29213.7,31033.6,30352.4,26370.7,29565.7,27385.5,29451,28043.3,24460.7,347605.8,22314.6,22124.9,24795.9,22601.6,23757.2,23455.3,19375.4,22787.7,20123.3,23168.1,21560,18656.5,264720.5
2002,0010,North America,26316.9,26202,28535.9,29657.2,30722,28747.5,27203.5,29797.3,29270.7,31701.9,29168.6,26379.9,343703.4,19795.6,19618,21578.1,22371,23116.6,22301.6,19570.2,22472.5,21616.6,23923.2,22514.7,19514.9,258393
2003,0010,North America,28565.70698,28141.20515,31605.40216,29609.13243,30162.57802,29994.03103,28204.01227,28987.27247,31177.73621,33103.46563,30332.94778,29771.15086,359654.641,20669.85968,20385.38054,23164.48899,22461.9448,23290.33093,23014.80139,19933.76839,20931.08638,23051.77065,25074.32757,23219.56096,22138.14482,267335.4651
2004,0010,North America,30126.45035,31065.80034,36077.00444,34074.55362,34299.75651,37100.78203,31989.57541,35297.02445,35208.93289,36885.94427,36784.34639,33351.1861,412261.3568,21399.82849,22472.07044,26939.13898,25368.85303,25527.72498,25604.72203,22608.23318,25563.18444,26249.6543,27045.72438,26652.6791,25179.33786,300611.1512
2005,0010,North America,33913.37277,34109.63413,38123.93535,37739.64845,37941.17795,38520.88089,33797.45813,39936.85253,40467.51244,43445.31811,41881.85001,40615.26649,460492.9072,24785.48227,25102.39333,28834.24045,27945.24315,28256.40294,28797.97645,23920.47854,28876.213,28652.74041,29688.04526,29356.75462,27930.29911,332146.2695
2006,0010,North America,41193.7668,38570.15941,43841.07623,40502.06005,43613.57967,44331.50182,38391.09018,44337.91251,41863.824,42595.99543,42488.56791,38961.48428,500691.0183,27744.98146,27962.15676,33121.28034,29874.97299,32059.27986,32589.27555,27029.22251,32002.68395,30229.44457,32276.11408,31466.2696,28022.0447,364377.7264
2007,0010,North America,40488.21578,38821.61162,45428.2004,42338.80166,44938.93689,45814.85004,41506.50617,46018.03926,44200.78553,48570.15321,47366.63929,42277.98957,527770.7294,28487.06009,28314.51512,33500.25801,31113.03311,33748.59019,33328.68423,29960.69533,33661.88957,32419.59245,35629.92047,34779.31384,29862.73088,384806.2833
2008,0010,North America,44413.56963,45173.55087,47675.16359,50597.46766,49107.96892,50465.20265,51446.43388,49517.23447,47579.77179,47402.97449,38074.55503,33979.15132,555433.0443,32476.18284,33217.69798,34771.3308,35956.72639,36684.37337,37124.62246,36126.16384,35825.25778,35083.4806,36934.26731,31117.08884,27052.69778,412369.89
2009,0010,North America,30017.8681,29641.86085,31824.49656,30926.87254,29716.32783,32560.90778,32845.04917,34290.73866,36042.72401,38519.11748,37581.29314,38935.56545,402902.8216,24514.72252,24770.08713,26949.15905,25722.4893,25487.9966,27364.00645,27584.41224,28711.14132,29968.66709,31561.71155,30599.72408,30315.97552,333550.0929
2010,0010,North America,37743.23764,37692.51494,44405.7848,42251.2162,43077.3024,44742.66731,39513.3911,43709.18997,42949.39322,44468.48416,43439.46353,43629.71072,507622.356,28760.94747,30260.37847,36390.54955,34218.86593,34650.63872,36167.02991,32854.27597,35391.78219,35788.00515,37110.65061,36016.98774,35310.99313,412921.1048
2011,0010,North America,44399.68025,42269.0347,51575.24889,47296.12024,49935.62778,49572.41963,46537.74163,50299.69292,49538.90044,49582.25164,49323.85439,47909.82618,578240.3987,35500.1733,34415.93634,43036.21034,39900.68709,41258.69351,40900.17156,38296.22391,42747.89353,41056.10775,42213.3535,40963.61965,39071.04985,479360.1203
2012,0010,North America,48283.0014,48892.77546,54265.78771,50523.03308,52392.67927,50821.61305,47467.03362,50760.77526,48165.7927,52439.16554,51435.82511,46058.80143,601506.2836,39083.82821,40439.95213,45427.76256,41709.77776,44337.40406,43315.89346,40306.20797,44046.40549,41592.40312,46140.48785,43433.83937,38636.91904,508470.881
2013,0010,North America,49513.24818,47647.63697,51542.16172,52924.65965,52883.70131,49943.76087,0,0,0,0,0,0,304455.1687,41092.26601,40869.808,43971.22607,46146.23588,45717.19192,43539.30475,0,0,0,0,0,0,261336.0326
2001,0012,Europe,22021.41503,20771.99349,23789.24819,22206.70797,21929.77631,20609.12302,22302.62844,20063.62672,17692.72709,22976.79009,20677.83537,18734.90203,253776.7737,15567.65108,16608.26006,17925.66671,15994.55454,16890.60626,15666.64161,12713.40603,14123.36986,13289.35623,14695.61042,13873.83376,14179.74854,181528.7051
2002,0012,Europe,18092.75739,18708.67024,21376.9623,22297.38857,21936.1304,21315.00896,24143.34063,21295.16192,20504.89502,24193.05763,23175.16866,23827.00301,260865.5447,12746.06913,13839.27458,15229.0303,14004.79477,13725.8509,13520.51041,12277.27213,13197.87579,13045.77713,14715.32646,14046.51301,13278.10231,163626.3969
2003,0012,Europe,20950.92511,21035.88019,24875.7229,23749.55677,23646.17484,24021.20124,25417.49879,21751.83939,23310.71859,25632.18074,23996.09866,26209.12629,284596.9235,13315.77368,13509.29192,15835.82402,14619.63318,14365.55924,14794.98263,13343.49366,13749.54031,13768.072,15654.83979,15567.25889,14538.33122,173062.6005
2004,0012,Europe,21374.72387,24464.16866,28761.48307,27754.01605,26339.07446,27658.15231,27217.21423,26206.98478,24945.13592,28417.05842,29302.77408,28990.14882,321430.9347,14070.8739,15333.1622,17821.45827,16472.68535,16510.14868,15697.74479,14577.11758,15018.50566,15752.01908,17120.42214,16201.58726,17214.05396,191789.7789
2005,0012,Europe,25344.95632,27105.92521,30408.09965,30178.12271,30440.18961,30689.21231,29440.80515,29063.14229,28832.41247,32116.8693,31524.43034,30103.40526,355247.5706,15821.89448,16735.74032,19371.03995,18245.81345,18170.19954,17849.88472,16187.50065,16470.6665,16642.91957,17846.61685,18201.80196,18384.34784,209928.4258
2006,0012,Europe,28733.79785,28113.10062,33233.05133,31502.47959,34984.01404,32841.78383,33603.94555,33724.83128,30112.81642,32907.44582,32403.88358,31846.34562,384007.4955,16916.40868,18413.52449,21666.44001,19926.28213,20695.46436,21724.06097,18256.31937,19971.30798,20874.38249,21570.87143,21355.6862,21622.82203,242993.5701
2007,0012,Europe,29619.22131,28794.99101,35527.42005,33900.97784,34518.61187,34613.03081,36320.6393,34743.1289,31312.08419,38768.61254,36224.616,33130.49348,407473.8273,21651.23388,21396.65199,25657.99932,23344.7245,24598.22753,24335.01693,21808.46594,23852.08905,23659.00456,24771.90761,24081.21786,23912.32213,283068.8613
2008,0012,Europe,32571.86487,34922.67333,36705.37636,38446.02465,38264.52339,40868.57537,42165.0037,36420.40834,35121.24504,37922.43821,31118.3163,30676.90557,435203.3551,24540.98043,27968.74836,28977.11776,28650.23731,28314.87536,29849.17162,29129.91466,28133.55353,25372.6246,26693.6595,24137.21128,23229.02069,324997.1151
2009,0012,Europe,24700.74003,25102.16841,27940.68231,27210.14889,24840.87272,27254.13523,30177.70002,26077.34823,27819.98033,30173.35503,29992.56767,29926.15823,331215.8571,20588.97637,21456.69188,23133.29121,20499.45725,21620.75768,21843.93495,20174.88619,19797.08058,21145.41643,23958.31234,21499.32062,22343.44735,258061.5728
2010,0012,Europe,25937.43613,26937.83052,33238.31944,30271.06925,31292.97743,33130.50576,34467.54485,33157.19903,31674.83505,34175.52475,33779.45478,33821.92204,381884.619,21651.36964,20707.33965,24803.99408,22558.9804,23411.93823,24157.36175,22267.2617,23308.23216,23847.75594,26197.92613,25471.08943,27208.42464,285591.6738
2011,0012,Europe,32046.23071,31174.30824,40324.2823,38785.2608,39732.29031,39220.88506,36780.59291,37608.31924,36297.14162,38538.45785,38884.57482,39222.59813,448614.942,24507.95554,24388.6286,30216.05426,28288.5608,27523.96563,27729.08715,25896.10884,27715.84615,28434.66327,28460.96831,26784.37264,28708.72982,328654.941
2012,0012,Europe,35583.66894,34525.3202,41506.63668,37156.12654,40047.8575,38158.64154,39447.61825,38595.0713,35551.46372,38876.93853,39800.24741,36051.47649,455301.0671,26279.38591,28219.1689,31724.8028,27541.46627,28019.05493,29057.33415,25719.02298,26132.23765,26655.12657,26843.92284,26171.77716,26841.4274,329204.7275
2013,0012,Europe,34655.73072,34087.64052,39200.20691,39860.64766,40612.6876,36050.50455,0,0,0,0,0,0,224467.418,24919.33003,25270.81352,28618.07327,27867.96464,28250.73051,29311.07488,0,0,0,0,0,0,164237.9868
2001,0013,Africa,2360.67478,2039.46586,2553.092865,2445.455219,2455.037939,2228.728212,2224.189453,2019.853757,2053.204104,1992.172392,1516.02362,1543.440839,25431.33904,1006.710463,1011.926801,904.265826,921.310077,1090.162687,1134.019598,1025.610986,991.251651,902.076101,1317.460814,958.254727,856.293394,12119.34313
2002,0013,Africa,1579.748507,1208.625421,1589.205648,1883.79346,1900.973292,2366.524923,1771.970456,2029.800329,1893.914753,2037.181649,1932.596057,1905.887316,22100.22181,913.450809,979.180616,1021.5009,880.371268,823.877487,880.551142,855.448838,993.572946,776.417555,783.140998,763.160213,992.394206,10663.06698
2003,0013,Africa,2476.765496,2101.172146,3039.113222,2447.320445,2568.509676,2579.412838,3041.817557,3012.50678,2759.423716,2910.053127,2244.652613,2840.546689,32021.29431,789.374007,655.651312,777.760387,791.134481,817.182747,812.826576,816.838006,950.987831,1113.904642,981.379786,1083.816994,1021.703465,10612.56023
2004,0013,Africa,2671.838956,3080.589,3742.018219,3527.945755,3771.466927,3746.119176,3804.679308,4343.266038,3836.09313,4372.700555,4411.894405,4327.78071,45636.39218,1075.864728,1103.147977,1094.239328,842.088234,1269.143579,988.948013,1007.027705,1092.707109,1118.033113,1493.628449,1004.130475,1113.179305,13202.13802
2005,0013,Africa,4167.790844,4245.944884,4811.493946,5378.718424,4739.339903,4746.759382,5489.928839,6508.647177,6222.557182,6612.62819,6376.762256,5911.199002,65211.77003,1176.198835,1175.021004,1352.448768,1279.982249,1124.566902,1509.049692,1378.616067,1235.383894,1114.314161,1320.461963,1380.520315,1262.977392,15309.54124
2006,0013,Africa,6025.331248,5886.711604,5776.063932,6007.668887,6960.331373,7811.205549,8144.197402,7976.768066,7510.71795,6452.033528,5347.649446,6519.250897,80417.92988,1224.018027,1217.849917,1397.890813,1321.890836,1581.874569,1543.759672,1362.92461,1750.181937,1836.250414,1835.987786,1782.34871,1727.857772,18582.83506
2007,0013,Africa,6770.653073,5551.019125,7458.606545,7239.926794,7978.283934,7576.208214,7871.229999,8546.008595,7640.504228,7582.69901,8524.903695,9273.010805,92013.05402,1497.930684,1807.931329,2080.589431,1609.167271,1573.323379,1867.212006,1806.163299,2197.464702,2350.188451,2385.06581,2146.352917,2104.431606,23425.82089
2008,0013,Africa,10095.71563,8057.706608,9169.24846,10599.72358,10450.6309,12347.6584,12546.61047,11706.14365,8323.463931,9258.332916,5555.587954,5384.731304,113495.5538,1962.782842,2346.308168,2277.015008,2279.949375,2171.717706,2325.388413,2661.568976,3104.715107,2121.905103,2588.182633,2235.30767,2317.85959,28392.70059
2009,0013,Africa,4027.251708,3470.779997,4324.901945,4289.684972,3969.070922,5048.671598,5613.970365,5552.285729,6726.61924,5916.943841,6309.367437,7154.06592,62403.61367,1831.49957,2052.009673,1932.05803,1978.779263,1732.32462,2002.829903,2054.876929,2375.673579,2106.701534,2183.066175,2033.622343,2046.043982,24329.4856
2010,0013,Africa,6631.588553,5711.224704,7908.560282,7613.329309,6991.417726,6922.221094,7403.648043,7970.62476,7886.906229,6486.77371,6092.792795,7389.010854,85008.09806,1760.484078,1951.207288,2639.762099,2143.375934,2206.374748,1967.711891,2170.126661,2639.386644,2673.031571,2772.96586,2594.866218,2820.633665,28339.92666
2011,0013,Africa,8273.871645,7085.728169,8178.365168,7843.892623,8354.381194,8612.454261,8604.027296,8458.548013,7357.223096,6642.884247,7200.538674,6397.145395,93009.05978,2584.827586,2830.53587,2840.72634,3190.452306,2646.964905,2664.695017,2765.596241,2820.921008,2648.857525,2591.200211,2365.846438,2890.684304,32841.30775
2012,0013,Africa,6331.776507,4520.479501,6101.379265,6132.932855,6465.416856,6307.858872,4953.608822,5556.622343,5652.082858,6185.430559,4689.222854,3920.315013,66817.12631,2268.146171,2404.148421,3045.82702,2781.725394,3071.373614,2655.587521,2458.58976,2707.718277,3187.042079,2833.822266,2662.700203,2660.81993,32737.50066
2013,0013,Africa,5096.102015,3188.066398,4421.958275,4374.151925,5253.861797,5165.376435,0,0,0,0,0,0,27499.51685,2461.240423,3243.057738,3837.610494,2510.941051,2751.844597,3177.152965,0,0,0,0,0,0,17981.84727
2001,0014,Pacific Rim,33463.2,29210.6,32815.2,31143.9,29259,30843,31742.9,32654.2,31070.2,35269.9,31152.5,27439,376063.6,15779.1,15762.4,18058.5,15028.5,15196.2,15245.7,14119.8,14730.5,14331,14384,14280.5,14474.9,181391.1
2002,0014,Pacific Rim,28562.1,27778.6,29255.1,31860.3,31508.1,33013.1,34580.8,36067.7,35097.9,34532.5,36152.3,35064,393472.5,13256.4,12513.1,15971,14106.6,14976.5,16462.1,15809.2,15895.7,14743.6,15176.6,14923.2,14735.3,178569.3
2003,0014,Pacific Rim,32757.78515,29426.67599,32232.50832,34249.95713,32689.74908,34299.77048,36679.95061,35167.23126,37192.78901,41197.9085,36728.13406,36343.49372,418965.9533,13617.55863,14576.0194,16195.9109,14724.17755,14984.14192,15813.86132,15978.13633,15825.17469,15118.94606,16817.4281,17031.18239,17766.20994,188448.7472
2004,0014,Pacific Rim,35776.94632,32719.57982,39125.32634,39126.18113,38405.64436,42482.40964,43131.91413,43420.82115,44078.40285,46188.6725,45773.80243,42319.62399,492549.3247,15220.39055,16627.52355,19472.20792,16991.62461,17757.32411,17344.171,17186.13365,17069.76602,17422.53653,18029.33668,16435.29849,18252.16597,207808.4791
2005,0014,Pacific Rim,41914.03038,40033.76166,42521.41602,43343.03719,43538.01551,47466.20838,46966.57332,48918.34448,48700.08358,51934.6199,49204.65605,46859.69117,551400.4376,16002.20159,16688.4722,19403.42607,18020.12497,17667.0356,18746.43337,18427.87597,19466.39251,18015.19563,19701.65035,18417.83316,20116.44124,220673.0827
2006,0014,Pacific Rim,47223.67278,42358.89764,48464.17427,48189.8482,49621.37094,51762.38237,53167.46537,55989.0709,55210.60139,59322.74736,55834.65834,51376.82358,618521.7131,18240.40634,18480.8256,22489.75066,20057.3943,20682.01941,21574.77377,20947.63513,21596.69236,21630.74094,22318.4248,21692.06571,22700.73451,252411.4635
2007,0014,Pacific Rim,52540.61124,48327.38213,50754.76667,51208.98291,51904.26171,53818.4303,57080.08373,56020.01752,55472.48565,60770.15462,57841.0734,52102.0331,647840.283,20939.15702,20195.29707,23953.36791,21865.84561,22515.0756,24157.02685,21669.42675,23749.79193,22884.42101,24400.28536,23477.64091,25729.62202,275536.958
2008,0014,Pacific Rim,53431.53439,50476.09759,50190.20374,54352.61344,54143.19927,54784.06383,59583.31221,58132.27913,59329.5706,60968.36025,51469.92547,47080.52451,653941.6844,23240.12754,24521.41492,26903.06311,24786.76625,26768.19209,27290.81866,26518.74708,26491.43238,24203.72746,24693.89597,21270.37421,19262.86807,295951.4277
2009,0014,Pacific Rim,45112.48099,35170.25664,39705.40048,39686.78883,39924.89024,42970.89299,45930.04492,45779.70576,48888.551,51694.59112,49433.06953,48700.64505,532997.3176,16953.50593,17990.95901,20414.33194,18633.53421,20055.02053,20420.07348,20528.27034,21227.95067,22412.55313,24937.24856,23907.26694,27091.71461,254572.4293
2010,0014,Pacific Rim,45501.93024,43152.77083,48030.35995,48817.79704,51737.00879,57819.61418,58152.98828,60986.49799,60412.81976,61411.25717,61333.158,56551.96203,653908.1643,24451.53991,24208.82247,27709.41888,24994.03536,26057.58732,26074.89508,27521.45189,26482.61991,27224.80358,30184.40567,29611.33796,31876.05529,326396.9733
2011,0014,Pacific Rim,55890.66292,51205.42153,55096.05331,54489.19725,58163.00036,60522.48276,62808.15894,65627.75217,63081.38755,66377.5069,64689.635,59669.37233,717620.631,27861.28734,28643.0961,32461.25451,30101.52991,29494.19027,29274.29682,30072.61949,30303.89471,31816.2057,33101.2391,32374.58176,32280.07202,367784.2677
2012,0014,Pacific Rim,60910.05874,54965.48638,60763.06273,61248.47979,63776.00262,64107.72888,67311.41483,66215.85211,64731.17384,69695.31454,66898.6337,61583.58227,762206.7904,28343.57921,30970.97707,34352.36018,31117.59436,31530.74597,32172.14845,29726.77334,30682.01109,30946.30052,32338.60104,32772.96902,34274.2625,379228.3227
2013,0014,Pacific Rim,64336.37923,57522.55682,55287.49605,61877.80706,64843.11794,62891.74975,0,0,0,0,0,0,366759.1068,29344.63091,30646.62543,33033.70738,29396.92395,31113.28926,32701.60777,0,0,0,0,0,0,186236.7847
2001,0015,"World, Not Seasonally Adjusted",101869.1,91638.8,103536.9,96264.3,96604.8,95662.9,94625.2,96727.7,89483.4,101176.8,91705.3,81702.9,1140998.1,62161,62742.7,70358,62015.8,64931.5,63333.6,54611.2,60111.5,55232.1,60700.8,57900,55002.4,729100.6
2002,0015,"World, Not Seasonally Adjusted",85111.7,83472.6,91414.9,96890.8,97648.9,96415.9,100471.9,102276.6,99428.8,106250.8,102564.5,99419,1161366.4,52667.2,53061.5,60728.5,58145.9,59884.1,59920.7,55031.6,59490.4,57277.5,61975.6,59670.2,55248.2,693101.4
2003,0015,"World, Not Seasonally Adjusted",97490.98131,93153.94028,105842.3098,103869.2089,102068.4053,103957.6684,107631.0013,102307.0115,108321.9437,117157.6035,106066.254,109254.9227,1257121.251,54854.14636,55917.28558,63524.2302,59162.21184,59983.49629,61570.19235,57070.18992,58611.14194,60238.62254,66388.64263,64491.72934,62959.09369,724770.9827
2004,0015,"World, Not Seasonally Adjusted",103993,104864,123421,118885,118271,127657,123224,127216,126022,134816,134719,126617,1469705,58924.27214,63118.32893,73889.72412,67555.99591,69296.48858,68403.1034,63878.85411,67170.45584,69226.13929,73091.09066,69209.4213,71110.77938,814874.6537
2005,0015,"World, Not Seasonally Adjusted",122900,122233,135451,135456,136191,141426,136515,146397,146216,156162,150245,144262,1673454,66149.06287,68256.31114,79512.57783,75914.35713,75852.41627,77589.30663,70026.72419,76693.33816,74304.14041,79147.1164,78240.95449,79395.50702,901081.8125
2006,0015,"World, Not Seasonally Adjusted",144562,134702,154040,146919,159164,160487,157768,167558,158470,164028,157288,148952,1853938,74338.31569,76935.19769,90852.89331,82447.8515,86969.04238,89730.57226,79354.30356,88245.68865,87545.48382,91664.54085,90044.40964,87839.19802,1025967.497
2007,0015,"World, Not Seasonally Adjusted",150833,139793,161363,156583,163323,164462,166765,170766,162772,182044,175663,162594,1956961,85127.84519,83797.2219,99459.16134,90877.42626,96726.3063,97885.68894,90650.34175,99866.60946,96865.82106,104975.62,101936.2229,100030.4571,1148198.722
2008,0015,"World, Not Seasonally Adjusted",168350.2004,165069.697,171194.03,182115.0802,182956.2611,190117.055,202614.3919,189874.8975,180188.985,185882.2069,147514.9869,137762.919,2103640.711,98677.0516,104740.0354,110931.6619,109856.6546,112626.9961,116787.3814,114522.2932,116417.7713,106071.9492,111238.6211,97085.41624,88486.16477,1287441.997
