year,CTY_CODE,CTYNAME,I_1,I_2,I_3,I_4,I_5,I_6,I_7,I_8,I_9,I_10,I_11,I_12,IYR,E_1,E_2,E_3,E_4,E_5,E_6,E_7,E_8,E_9,E_10,E_11,E_12,EYR
2005,4190,Ireland,1985.331728,2777.150306,2381.744395,2287.682433,2696.344057,2643.199019,2081.01541,2134.453249,2409.47909,2598.185779,2229.403254,2509.091541,28733.08026,676.703116,772.837678,815.823643,742.946466,645.941189,613.948883,595.985755,646.295128,658.47352,744.320882,703.259684,830.236049,8446.771993
2006,4190,Ireland,2225.236391,2012.50332,2838.036552,1838.4194,2802.465453,2513.354947,2520.979507,2460.854485,2344.891995,2178.568055,2514.9661,2275.577855,28525.85406,651.282691,634.71225,796.655665,620.70439,514.206694,654.474099,507.261599,526.081299,689.396076,642.554076,738.371376,645.760993,7621.461208
2007,4190,Ireland,2657.39232,2452.677065,3138.897233,2666.340947,2779.050992,2365.726769,2299.028475,2529.64262,2007.484459,2836.132484,2593.322151,2119.34482,30445.04034,685.944051,749.726565,766.969841,551.066341,631.382196,595.526005,503.501841,556.623298,727.991219,797.195194,628.541006,582.502218,7776.969775
2008,4190,Ireland,2269.983663,2783.188723,2668.386606,2707.099032,2640.000659,2383.755696,2649.09606,2370.545752,2610.623458,2995.332143,2296.725911,2971.744938,31346.48264,634.917117,776.258992,789.549853,669.227711,527.950822,761.199552,571.533406,529.47075,608.626876,590.148121,504.273794,647.668498,7610.825492
2009,4190,Ireland,2331.139993,2347.254048,2603.422281,2755.045628,2343.361679,2373.408166,2567.777148,2007.94461,2293.740729,2587.162568,1964.736151,1925.584523,28100.57752,669.651498,703.692171,741.460214,648.234096,722.00547,688.972921,495.315093,424.089444,579.176441,470.682689,860.099166,461.623559,7465.002762
2010,4190,Ireland,2352.253592,2684.489846,3063.783963,2158.874751,2886.463278,2899.121445,2727.614951,2871.0448,3035.615799,3118.342082,2932.160194,3118.263666,33848.02837,761.8333,577.820427,743.581875,802.998622,686.691333,555.430774,403.213685,392.166199,636.160884,580.815105,620.865266,514.264383,7275.841853
2011,4190,Ireland,2658.862857,3408.493273,3311.632215,3638.270232,2971.679913,3518.173953,3061.387354,3423.548887,3052.457487,3396.258905,3500.130639,3433.932604,39374.82832,716.817166,760.302941,832.844102,582.352417,542.433487,576.468464,537.943016,581.053844,658.314555,519.004272,567.434633,770.491736,7645.460633
2012,4190,Ireland,2994.113499,2810.348803,2859.390468,2760.660025,3370.195402,2960.887108,3044.207573,2899.360983,2248.789657,2495.240398,2783.25011,2100.317493,33326.76152,602.088538,675.375211,794.984541,717.181067,531.81717,667.832501,420.268704,547.717203,561.995276,663.748634,472.751841,736.086221,7391.846907
2013,4190,Ireland,2553.470415,2670.875666,2675.567269,2979.597856,2764.685988,1948.735617,0,0,0,0,0,0,15592.93281,633.349492,512.620995,530.087122,580.942062,506.512148,575.160844,0,0,0,0,0,0,3338.672663
2001,4210,Netherlands,835.3,725.3,859.8,831.3,879.7,777.4,734.1,744.5,690.2,888.8,774.6,774.2,9515.2,1808.5,1820.7,1912.1,1756.3,1593.7,1627.1,1289.9,1530.3,1363.1,1500.9,1614.2,1668,19484.8
2002,4210,Netherlands,679.2,714.9,765.3,889,887.7,800,875.4,766,788.7,951.9,823.3,907,9848.4,1460.4,1480.1,1709.8,1714.4,1592.9,1531.2,1353.1,1513.9,1504.5,1475.6,1490.4,1484.4,18310.7
2003,4210,Netherlands,882.690561,849.403128,958.591817,951.354512,824.741278,935.13827,955.33279,877.977037,916.803646,1011.282201,940.596747,848.914109,10952.8261,1529.24688,1549.984337,1861.334493,1816.125209,1590.004788,1666.735782,1523.610593,1610.351088,1585.789051,2031.222185,2081.017375,1849.587517,20695.0093
2004,4210,Netherlands,853.430368,929.093761,1035.407426,975.768894,959.424771,1034.098523,1019.718338,1109.761575,1029.583836,1256.133925,1155.713625,1092.394415,12450.52946,1634.91278,2015.788275,2088.288109,2140.614173,1988.579273,1927.620491,1768.190984,2027.502791,2078.832983,2243.937524,1924.830958,2300.602678,24139.70102
2005,4210,Netherlands,1036.069965,962.360601,1161.519015,1192.659298,1285.880728,1146.07758,1218.143938,1235.56415,1412.475549,1518.114075,1488.687747,1204.488865,14862.04151,2098.240507,2108.812488,2384.403674,2296.810814,2239.456802,2226.052225,2105.10718,1955.28695,2086.090782,2385.171999,2154.641741,2427.669416,26467.74458
2006,4210,Netherlands,1434.220221,1125.91603,1231.027503,1316.519513,1640.705284,1576.684747,1750.760637,1681.792328,1399.613026,1322.609392,1355.152974,1507.260146,17342.2618,2178.962015,2297.136991,2552.703943,2618.477829,2750.081224,2660.276233,2252.598573,2504.186677,2839.65516,2731.127564,2845.085875,2729.291012,30959.5831
2007,4210,Netherlands,1164.076162,996.775675,1500.670967,1435.998587,1360.521615,1707.877651,1545.410163,1701.386378,1722.007492,2094.032275,1525.761668,1648.619551,18403.13818,3016.182563,2530.916357,3115.454695,2830.038972,2610.364299,2591.490212,2471.375353,2726.559345,2563.521804,2568.824659,2668.532473,3143.698217,32836.95895
2008,4210,Netherlands,1469.755514,1517.68041,1567.727404,1753.10599,2046.833334,2361.73045,1987.826935,1727.699687,1782.583396,2073.342698,1633.398332,1201.228175,21122.91233,3204.466154,3461.889884,3429.246377,3253.341838,3176.014774,3296.850171,3602.571979,3708.336845,2837.337061,3215.663099,3319.801146,3213.957564,39719.47689
2009,4210,Netherlands,1186.381695,1286.480475,1299.774723,1247.586745,1256.147512,1434.848022,1340.496667,1310.272951,1530.623318,1269.375102,1633.00307,1303.470191,16098.46047,2399.848733,2703.781751,2829.115806,3052.167772,2805.236352,2544.776941,2622.962999,2463.013594,2670.051358,2597.632304,2890.963181,2661.966865,32241.51766
2010,4210,Netherlands,1397.73115,1465.816535,1617.791395,1480.791084,1479.134372,1630.456135,1895.429569,1815.83098,1456.289461,1684.850284,1277.678947,1853.657799,19055.45771,2484.169193,2435.364692,2610.964372,2668.087293,2719.31464,3177.213591,2841.905378,2821.37226,3080.6865,3348.071618,3273.846826,3279.305768,34740.30213
2011,4210,Netherlands,1508.130532,1966.13145,1812.49783,2217.366449,2056.034112,2817.244817,1626.870953,1772.68302,2115.687996,1515.147514,1900.013817,2147.144956,23454.95345,3051.913237,2902.431953,3728.810121,3658.39409,3841.558066,3422.372264,3425.224325,3627.183061,3824.740192,3651.758144,3380.128628,3644.916013,42159.43009
2012,4210,Netherlands,1955.058042,1738.024469,2161.622899,1990.574423,1752.967203,2191.947619,1690.984257,1883.808831,1906.36842,1598.36944,1789.883057,1597.849911,22257.45857,3434.087632,2944.290683,3508.59411,3259.761585,3388.331612,3755.139204,3182.035618,3434.942158,3127.943108,3418.464554,3313.201545,3860.433282,40627.22509
2013,4210,Netherlands,1786.826904,1867.074387,1817.28106,1795.996023,1538.416124,1431.979868,0,0,0,0,0,0,10237.57437,2912.111733,3103.006678,3441.458035,3444.063824,3442.482403,3388.699607,0,0,0,0,0,0,19731.82228
2001,4231,Belgium,870.9,841.6,1036.1,816.3,946.3,877,902.7,639.6,699.6,993.2,739.2,795.9,10158.4,1143.1,1142.9,1285.2,1205.1,1255.3,1171.9,995.5,1188.5,1046.2,1016.1,1063.6,989,13502.4
2002,4231,Belgium,733.9,746,869.2,767.9,993.5,821.7,1009.6,602,701.8,942.1,809.2,809.8,9806.7,959,1073.6,1097.9,1070.9,1128.4,1147.4,1085.8,1136.3,1119.7,1223.2,1259.1,1024.8,13326.1
2003,4231,Belgium,774.570524,789.194653,853.817023,763.3794,925.826469,802.152768,982.020422,649.375572,924.002925,951.964181,780.63122,943.885175,10140.82033,1222.693762,1328.570835,1295.471978,1198.294853,1318.4805,1392.64366,1184.184418,1201.664332,1223.919143,1360.873459,1246.804354,1262.452453,15236.05375
2004,4231,Belgium,897.442116,935.866594,1215.743687,1040.603643,1121.59134,1072.246129,1002.716265,869.833062,1024.996728,1040.979532,1058.772709,1165.437355,12446.22916,1236.383591,1271.981412,1540.068338,1410.008883,1469.132137,1389.284016,1402.431399,1406.274888,1334.677075,1456.14125,1448.800636,1505.949824,16871.13345
2005,4231,Belgium,983.260669,963.972986,1043.124912,1073.221945,1113.876402,1055.751256,1240.288839,874.386894,1169.797616,1185.586784,1173.718492,1145.915945,13022.90274,1454.417659,1438.141485,1665.163257,1671.97257,1567.800771,1658.156172,1454.947949,1562.328758,1474.721687,1557.252434,1633.020317,1552.683511,18690.60657
2006,4231,Belgium,1007.484577,1165.050926,1514.659498,1054.545503,1422.590907,1314.267809,1386.181839,1182.343643,1073.085488,1283.634899,1046.889979,954.678375,14405.41344,1491.546238,1551.286957,1721.586605,1710.321911,1850.838973,1830.639972,1597.340759,1840.268109,1849.839023,1964.504297,1957.526361,1974.292205,21339.99141
2007,4231,Belgium,1136.203813,1094.000021,1328.873381,1257.98476,1368.535231,1593.176962,1340.47835,1148.464884,1055.73095,1416.514765,1400.076828,1141.139985,15281.17993,1822.939572,1866.098604,2104.665846,1963.868811,2211.54839,2205.579717,2004.57011,2155.517,2249.356783,2241.208634,2276.493897,2156.671441,25258.5188
2008,4231,Belgium,1352.909031,1674.77069,1569.839422,1611.021022,1575.160503,1667.044093,1806.240222,1056.122627,1386.101196,1414.781244,1118.276887,1075.797033,17308.06397,2227.502395,2396.025923,2571.243244,2344.661908,2715.724546,2788.585081,2628.468322,2532.980974,2221.377392,2410.612101,2112.557136,1953.742847,28903.48187
2009,4231,Belgium,914.769086,808.008155,1191.150964,1181.48623,984.836422,995.059493,1305.970031,846.740927,1168.032478,1184.630183,1378.077239,1866.917554,13825.67876,1752.057708,1673.749855,1820.096636,1644.020228,1889.388513,1874.713439,1790.850326,1680.664346,1822.449295,1929.978517,1771.943681,1957.814649,21607.72719
2010,4231,Belgium,1561.633243,1016.131539,1499.700755,1050.597984,1289.575207,1498.255997,1539.491395,1011.293674,1183.619242,1519.323679,1244.766288,1137.491547,15551.88055,1851.899201,1781.686357,2207.508013,2034.686815,2063.904819,2342.749962,2008.801454,2238.271625,2130.662175,2327.31419,2202.778343,2267.719563,25457.98252
2011,4231,Belgium,1230.416851,1565.855368,1935.801256,1361.038518,1553.761757,1582.686978,1502.608453,1214.812687,1436.974216,1461.390142,1194.062302,1392.181126,17431.58965,2105.899031,2334.657636,2675.070676,2573.50249,2417.190497,2533.159135,2540.544725,2466.553786,2511.523815,2678.490423,2657.326766,2420.136983,29914.05596
2012,4231,Belgium,1279.113064,1226.281942,1500.102354,1397.208053,1867.871768,1383.185062,1519.027841,1308.721099,1269.88342,1533.892971,1592.740497,1485.76747,17363.79554,2212.00006,2502.838479,2926.452492,2371.566277,2643.0204,2580.098213,2219.191018,2536.577901,2265.710195,2375.76955,2459.410729,2355.913234,29448.54855
2013,4231,Belgium,1544.81066,1301.071637,1465.370067,1602.039472,1826.211682,1521.448269,0,0,0,0,0,0,9260.951787,2175.090735,2326.998621,2665.940755,2927.834422,2808.923607,2946.565084,0,0,0,0,0,0,15851.35322
2001,4239,Luxembourg,30.4,31.6,26.1,28.8,27.4,23.8,28.2,24.1,18.5,21,23.4,22.2,305.5,24.2,24.2,25.5,26.8,109,22.6,24.4,203.9,23.7,27.5,20.5,16.2,548.5
2002,4239,Luxembourg,20.6,19.3,19.6,25.5,22.6,30.2,29.9,25.7,20.8,29.8,29.5,26.5,300,20.7,20.1,22.1,23.5,20.5,19.2,18.6,252.2,18.6,23.4,21.6,19.6,480.1
2003,4239,Luxembourg,24.373975,19.820805,23.214259,17.78192,23.255283,30.066857,29.435938,19.541569,15.432179,26.108588,16.614023,19.447408,265.092804,17.843393,14.574745,31.040324,25.486254,29.235479,19.693744,23.620183,26.174881,23.590634,20.386042,22.235566,25.226599,279.107844
2004,4239,Luxembourg,17.452846,18.363336,18.881937,22.616562,27.925965,34.107048,19.657736,33.016618,24.472757,29.061825,22.335709,22.312292,290.204631,24.053213,75.604905,68.286986,206.681809,33.643697,26.209824,22.620533,24.572378,29.930826,40.101269,24.809281,63.336907,639.851628
2005,4239,Luxembourg,23.410262,24.255014,34.664031,33.091702,23.433173,34.953102,30.879684,58.454154,26.325644,30.207374,34.410317,34.750036,388.834493,81.611987,23.30067,28.940598,39.556582,26.646653,53.241618,47.505279,32.455994,34.586858,46.924895,234.716786,61.89515,711.38307
2006,4239,Luxembourg,106.321289,41.27101,42.487457,30.980438,41.699387,35.881181,49.131056,34.911969,28.858986,44.787605,43.554387,34.204318,534.089083,37.506708,38.718978,83.624104,54.081912,47.866812,46.079895,65.068162,43.320072,40.057494,38.346849,36.030624,50.620445,581.322055
2007,4239,Luxembourg,49.700184,44.457474,40.690198,41.831307,42.073756,44.517087,59.481224,38.655763,43.335393,54.33698,33.085718,34.048405,526.213489,41.453596,42.811674,55.388954,66.687556,53.213637,50.771539,42.503703,239.997906,39.92718,209.596479,37.980545,45.217011,925.54978
2008,4239,Luxembourg,33.671073,43.09821,44.639666,52.999352,48.437102,38.146194,50.248501,46.458452,62.721026,45.651697,43.292093,26.771295,536.134661,44.825782,56.923882,77.896214,64.914596,73.394082,65.3955,228.684962,82.805376,73.122677,74.351833,60.683121,85.037428,988.035453
2009,4239,Luxembourg,34.043906,15.123336,21.51065,23.099059,12.278154,24.905973,22.073439,22.983981,177.247986,32.189758,21.046029,36.363141,442.865412,72.772228,74.347739,106.567395,91.275272,137.511903,66.092207,107.349096,70.348244,145.645359,158.403822,105.438125,156.309869,1292.061259
2010,4239,Luxembourg,31.909768,21.125044,36.019621,37.927521,48.106043,34.919596,57.081718,39.66286,30.843896,39.218977,31.495991,42.382916,450.693951,120.964377,120.031077,120.058866,113.953087,161.752643,146.01088,94.440325,114.686007,119.144978,101.124399,112.279818,115.227251,1439.673708
2011,4239,Luxembourg,31.312149,27.536601,97.829864,33.481443,51.012467,50.073099,43.665348,34.353307,23.649929,34.271522,35.69732,32.229916,495.112965,116.623187,117.523053,140.313042,75.933521,65.255499,125.950644,70.52434,79.136372,160.762064,417.320591,62.943416,152.88282,1585.168549
2012,4239,Luxembourg,31.560143,25.771221,73.773315,35.111005,35.144913,44.725047,40.522418,52.676667,37.290913,92.212089,42.158575,38.861531,549.807837,71.064906,188.227706,306.763645,72.893919,308.680584,66.136819,84.590247,58.916447,258.139358,56.678291,308.534254,121.769781,1902.395957
2013,4239,Luxembourg,123.371855,55.498976,56.010481,40.493949,50.223916,42.4784,0,0,0,0,0,0,368.077577,91.301265,111.100404,271.497312,104.763508,277.31622,165.098117,0,0,0,0,0,0,1021.076826
2001,4271,Andorra,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.8,0.9,0.8,0.8,0.7,0.3,0.9,0.4,0.6,0.9,0.5,0.6,8.2
2002,4271,Andorra,0,0,0.1,0.1,0,0.1,0.3,0,0,0,0,0,0.6,0.5,0.9,1.2,0.8,1.3,0.9,0.6,1.7,0.8,1.5,0.5,0.3,11
2003,4271,Andorra,0.005856,0.030779,0.008026,0.030317,0.02669,0.015575,0.015819,0.002177,0.053536,0.003734,0,0.080818,0.273327,0.392273,1.023951,0.914992,0.358233,0.699048,1.259255,0.711957,0.645019,0.477098,0.745616,0.605509,0.357591,8.190542
2004,4271,Andorra,0.276921,0.04814,0.034831,0.012127,0.039882,0.024098,0.026568,0.089975,0.090047,0.187413,0.007569,0.076332,0.913903,0.626071,1.268758,0.989321,0.841005,1.125649,1.180986,0.376283,0.983218,0.967991,1.61582,0.76157,0.888704,11.625376
2005,4271,Andorra,0.037919,0.105187,0.04268,0.038512,0.003022,0.248066,0.011316,0.018844,0.022242,0.004492,0.069941,0.070927,0.673148,0.711776,0.438593,0.521443,2.995139,0.636113,0.505633,0.804384,0.931587,0.575915,0.731047,1.123296,0.574547,10.549473
2006,4271,Andorra,0.023978,0.010353,0.006185,0.002394,0.066963,0.043735,0.015013,0,0,0.046009,1.355525,1.154188,2.724343,0.61789,1.074096,1.071466,0.998327,0.686974,0.910886,0.293323,0.369591,1.272874,0.605663,0.633458,0.45396,8.988508
2007,4271,Andorra,0.112935,0.075237,0.023299,0.047294,0.016032,0.015138,0.028135,0.006119,0.000347,0.062274,0.005454,0.046157,0.438421,0.786735,1.197469,1.785169,1.343016,0.474986,2.292712,1.403112,0.657978,1.426886,0.562933,1.861497,0.671395,14.463888
2008,4271,Andorra,0.06346,0.137914,0.127524,0.058557,0.012003,0.128738,0.063035,0.042674,0.061016,0.00428,0.025322,0.147296,0.871819,0.447886,1.342208,1.164891,1.93383,1.201097,0.885575,1.874872,1.535119,1.615461,1.506078,1.570323,0.646134,15.723474
2009,4271,Andorra,0.029818,0.077856,0.052583,0.042351,0.003976,0.028676,0.02728,0.068331,0.03436,0.055617,0.014585,0.092943,0.528376,0.262138,0.605814,4.143223,0.333189,0.266717,0.463098,0.250535,0.31566,0.753673,0.551434,0.691488,0.789393,9.426362
2010,4271,Andorra,0.08086,0.049898,0.059524,0.018802,0.019307,0.016577,0.014204,0.037467,0.002964,0.090544,0.071142,0.014688,0.475977,0.115158,0.338223,1.006187,1.281155,0.510049,0.986853,0.88521,0.057576,0.340388,1.463663,0.404358,0.29326,7.68208
2011,4271,Andorra,0.085122,0.055554,0.020062,0.033986,0.038776,0.050004,0.01829,0.006613,0.00027,0.255617,0.000608,0.051421,0.616323,0.066727,0.78221,0.822978,0.866506,0.58874,0.233258,0.554165,0.393586,0.415596,0.04865,0.297157,0.091699,5.161272
2012,4271,Andorra,0.070849,0.025338,0.001038,0.015903,0.093761,0.012555,0.014171,0.002965,0.009711,0.030863,0.030328,0.121336,0.428818,0.122668,0.166921,0.218021,0.131686,0.187612,0.584471,0.271752,0.06859,0.134748,0.1134,0.213145,0.025353,2.238367
2013,4271,Andorra,0.092027,0.124746,0.066701,0.415811,0.070898,0.026921,0,0,0,0,0,0,0.797104,0.155372,0.096144,0.412079,0.391031,1.38783,0.125644,0,0,0,0,0,0,2.5681
2001,4272,Monaco,0.8,2.1,0.9,1.2,2.8,1.1,1.2,0.9,0.9,1.2,0.8,1.1,15,1.3,0.2,0.8,1.3,1.7,5.5,0.2,0.6,2.3,0.2,0.1,0.7,14.9
2002,4272,Monaco,0.6,0.5,0.9,0.9,1.3,2,1.7,1.1,2.1,1.3,1.3,1.3,15,0.8,0.8,0.6,0.6,0.8,1.1,3.3,0.8,0.7,0.7,0.7,0.7,11.6
2003,4272,Monaco,1.096962,0.997473,1.456064,0.815925,2.41961,1.619517,3.147019,2.44928,1.857718,2.146647,1.857871,1.722542,21.586628,3.788011,0.461381,0.22636,34.718461,0.24807,0.965214,3.870314,0.546498,3.063799,1.174789,0.141025,1.092763,50.296685
2004,4272,Monaco,1.312574,3.153185,1.871529,1.583623,1.775147,2.329474,1.420328,1.875572,0.498647,4.063552,1.779719,1.372507,23.035857,0.727445,1.557203,5.274182,0.651666,6.284637,0.634082,0.367391,0.603163,0.983907,0.505987,0.318687,0.255481,18.163831
2005,4272,Monaco,1.147503,1.30187,1.446147,2.262178,1.053542,1.52215,2.269028,1.414712,9.181402,10.896443,2.737155,2.253751,37.485881,0.975251,0.486942,0.380493,0.591247,0.849273,0.737735,0.206708,8.47881,0.762228,0.188433,2.031344,1.088204,16.776668
2006,4272,Monaco,1.691582,1.445687,1.753563,1.294614,3.403822,2.822488,1.880966,2.760683,0.988891,10.44088,1.491257,1.639303,31.613736,0.32087,0.439866,0.750629,3.482852,1.034909,5.729725,0.967949,7.111103,11.186051,0.318102,1.136752,1.006995,33.485803
2007,4272,Monaco,1.653025,1.474801,1.2418,1.321692,2.109656,1.563745,2.856762,3.213825,2.027278,1.562808,1.072696,1.311581,21.409669,2.451672,3.614155,0.933669,2.176999,2.007719,2.48453,1.379921,12.044893,1.537276,11.981505,1.222592,0.922723,42.757654
2008,4272,Monaco,1.982671,1.824414,1.081043,1.048983,2.622133,2.697224,2.821235,1.386384,1.725676,1.401877,1.663182,2.007268,22.26209,2.417123,0.921899,1.406301,1.362316,1.299452,4.693715,1.769308,13.287381,0.41388,5.432847,8.879335,20.851398,62.734955
2009,4272,Monaco,1.293904,0.740693,1.569586,1.208525,23.255678,2.85731,1.731423,1.421397,1.014767,1.515096,0.929552,1.173333,38.711264,0.685079,1.943416,1.788454,1.451173,0.801467,2.093326,0.912181,1.247816,2.256941,2.042987,1.521484,1.224587,17.968911
2010,4272,Monaco,1.061657,3.440709,1.750895,1.090485,0.91623,1.12665,1.626614,1.588789,2.303303,2.395183,2.917279,4.273253,24.491047,2.623812,1.331081,1.739123,10.619315,2.541288,22.923335,1.892056,2.879604,1.412674,0.386768,0.639697,0.204014,49.192767
2011,4272,Monaco,4.023823,1.058632,2.922002,2.040891,2.643535,2.991473,1.900523,2.775169,2.470723,2.477759,2.851067,2.261049,30.416646,2.597441,0.406214,3.539951,1.608915,1.838013,2.323346,0.934809,3.605019,1.431664,0.86688,1.13327,0.37849,20.664012
2012,4272,Monaco,2.421247,6.513657,1.746959,2.110714,3.381284,2.607479,72.202703,1.59004,2.837542,3.061773,2.10392,1.825222,102.40254,1.800045,1.349737,0.889021,6.246057,3.243747,3.205079,1.35014,0.868475,1.412245,1.454277,1.783449,0.703808,24.30608
2013,4272,Monaco,3.973031,1.815223,1.411067,2.705924,2.193102,2.631965,0,0,0,0,0,0,14.730312,1.322674,5.452614,1.529302,2.218963,4.490162,419.299223,0,0,0,0,0,0,434.312938
2001,4279,France,2524.9,2343.6,3309.3,2733.9,2611.6,2303.4,2628.5,2363.7,1872.9,2714.4,2469.3,2532.5,30408,1641.5,1972.3,2042,1609.5,1686.6,1749.1,1232.6,1404,1613,1699.9,1643.8,1570.2,19864.5
2002,4279,France,2283.6,2184,2465.4,2575.5,2043.4,2311.4,2686.6,2200.9,2166.3,2525.6,2274.9,2522.5,28240.1,1543,1872.3,1801.4,1577.6,1570,1532,1249.4,1287.3,1502.5,1992.6,1703.7,1384.1,19015.9
2003,4279,France,2354.303713,2215.150117,2329.247385,2423.690355,2236.646503,2461.387587,2524.293917,2278.344695,2346.853276,2617.324426,2551.247091,2880.790657,29219.27972,1369.27554,1313.799694,1717.191861,1567.514362,1457.704012,1520.799816,1192.841198,1265.317788,1331.125269,1438.914934,1418.181644,1460.359432,17053.02555
2004,4279,France,2258.015912,2160.78964,2732.283734,2541.938636,2407.082536,2679.726773,2558.208312,2470.816654,2645.583512,3151.835534,2959.535201,3039.922141,31605.73859,1484.417538,1580.944109,2112.171749,1740.713538,1826.480915,1771.646989,1407.324005,1470.98305,1730.881262,1998.199996,1876.342894,1917.641057,20917.7471
2005,4279,France,2562.059966,2585.976081,2834.06766,2936.024537,2676.313037,3192.970511,2687.639008,2657.45395,2868.715411,2800.090898,3017.770345,3022.976109,33842.05751,1764.374878,1924.842365,2026.260514,2047.131451,1847.892285,1950.800145,1601.115138,1521.963368,1726.426812,1857.631024,2013.645556,1976.544514,22258.62805
2006,4279,France,2882.794488,2838.029639,3239.81141,3059.173582,3122.505898,3268.5545,3078.743444,3002.329432,2918.080669,3316.321903,3146.979381,3166.307375,37039.63172,1959.509424,1813.738382,2290.58199,1794.492074,1961.431976,2266.343539,1679.197346,1902.957813,1862.305251,2136.204052,1892.883506,1952.174372,23511.81973
2007,4279,France,2960.541485,2976.38964,3710.739412,3495.274145,3207.737552,3541.208986,3966.233731,3436.947095,3400.238874,4148.253333,3636.035261,3073.111608,41552.71112,2272.98178,2158.645323,2335.541112,2067.591816,2280.222748,2273.592951,2076.986378,2049.072686,2242.630983,2506.037314,2251.776943,2160.889713,26675.96975
2008,4279,France,3342.495182,3669.500988,3715.516467,3871.17252,3568.787325,3964.018966,4051.086813,3508.400915,3623.126664,4062.204224,3313.598324,3359.427314,44049.3357,2145.567325,2241.228765,2599.917521,2512.483034,2774.455371,2410.938969,2359.290873,2511.164825,2227.020121,2570.328414,2196.994246,2290.707474,28840.09694
2009,4279,France,2691.574433,2485.91149,3178.147256,2808.567074,2515.40901,3013.47068,3176.341695,2475.172243,2818.034487,2995.840098,3034.07754,3043.496951,34236.04296,2217.355607,2499.840461,2260.58849,2376.306467,1987.086747,2457.531468,1875.501722,1858.728206,2065.651793,2425.36909,2215.782754,2253.266545,26493.00935
2010,4279,France,2555.731924,2609.826983,3886.973354,3364.336342,2867.51405,3171.962768,3256.897145,3002.69278,3477.539672,3221.671362,3401.791129,3538.555612,38355.49312,2011.08256,2034.749676,2360.525058,2232.1913,2242.32412,2050.534288,1981.324753,2061.307719,2265.164499,2534.508871,2449.980049,2746.259046,26969.95194
2011,4279,France,2798.111841,2821.02704,3742.352101,3421.504315,3414.343379,3260.161293,3258.273814,3157.584713,3105.02302,3899.306126,3639.847125,3531.548667,40049.08343,2211.243359,2290.852101,2494.996785,2755.075841,2389.746898,2185.952818,2060.634129,2309.285493,2296.756072,2364.315071,2277.154785,2166.130626,27802.14398
2012,4279,France,3346.716384,3081.831319,3863.429891,3357.69548,3463.738855,3549.104688,3749.265851,3422.035777,3168.530795,3669.013125,3725.931372,3352.545224,41749.83876,2249.784084,2538.935328,2796.373338,2611.481841,2909.922648,2646.094112,2462.719925,2563.163197,2501.657673,2490.253818,2607.459629,2428.198642,30806.04424
2013,4279,France,3210.894081,3124.359129,3819.131443,4066.95472,3563.680474,3380.641503,0,0,0,0,0,0,21165.66135,2411.692545,2166.417736,2716.006253,2687.097729,2642.268727,2672.002343,0,0,0,0,0,0,15295.48533
2001,4280,Germany,4875,4846,5344.8,5377.7,5219.3,4783.2,5422.7,5055.2,4147.3,5037.2,4581.6,4386.6,59076.6,2546.3,2928.4,2892.4,2507.6,2604.5,2431.7,2443.4,2389.2,2255.1,2370.8,2173.1,2452.9,29995.4
2002,4280,Germany,4194.7,4635.7,5254.7,5184.6,4900.2,4619.5,5796.1,5107.5,4913.8,5992.8,5750.4,6155.7,62505.7,2021.9,2182.8,2530.3,2133,2084.1,2197.3,1990.1,2147.2,2327.8,2402.1,2419,2194,26629.6
2003,4280,Germany,4876.693261,4860.335555,6270.959356,5942.560333,5883.183333,5736.440853,5784.759572,5134.964676,5015.483806,6060.043764,6046.034317,6501.233016,68112.69184,2159.991818,2426.404305,2803.263752,2476.511198,2489.896204,2261.732622,2210.337047,2314.784508,2190.670705,2658.689897,2469.708875,2369.875622,28831.86655
2004,4280,Germany,5013.050661,5988.41995,6790.87094,6621.267579,6615.669059,6064.470385,6705.07479,6487.760081,5994.41381,7033.890877,6958.679918,6992.006274,77265.57432,2309.694514,2502.728532,2838.22635,2557.665602,2723.494953,2492.467359,2420.516842,2618.350453,2779.713443,2862.241139,2572.927966,2737.854404,31415.88156
2005,4280,Germany,5955.928052,6378.311515,7382.464311,6941.298248,7381.99608,7052.21885,7206.450738,7423.579203,6445.166269,7538.757392,7564.442772,7480.257945,84750.87138,2507.254191,2702.261454,3126.927919,2790.130059,2951.448338,2704.909143,2654.395744,2888.171646,2889.475099,2859.362023,3092.58903,3016.731628,34183.65627
2006,4280,Germany,6610.821368,6879.670985,8058.998968,7744.98369,7412.005164,7401.622343,7405.705453,7687.369726,6755.265741,7383.229966,7819.43924,7922.936671,89082.04932,2658.729344,3157.254399,3564.208214,3403.243999,3375.629473,3406.568248,3224.890725,3553.661615,3632.908648,3883.871081,3560.520161,3737.629902,41159.11581
2007,4280,Germany,6853.538936,6991.008328,8351.802226,7858.304161,7702.587951,7734.185951,8384.582614,8480.113806,7205.396156,8486.829091,8114.466085,8001.280336,94164.09564,3618.648074,3662.237869,4567.330891,3975.351487,3989.239403,4274.627741,3835.80698,4325.007453,4346.112624,4522.926974,4230.546651,4071.866995,49419.70314
